1.000000000000000021e-03 5.900590059005935473e+00 1.857943392841328034e-01 5.453331903251653623e-01
1.000000000000000021e-03 5.800580058005834871e+00 1.885157877990177311e-01 5.457517593673612000e-01
1.000000000000000021e-03 5.700570057005734270e+00 1.913178109636922419e-01 5.461155002199402642e-01
1.000000000000000021e-03 5.600560056005633669e+00 1.942040202659166270e-01 5.451341533675180262e-01
1.000000000000000021e-03 5.500550055005533068e+00 1.971782427444479791e-01 5.456729038512146968e-01
1.000000000000000021e-03 5.400540054005432467e+00 2.002445416916856791e-01 5.462027760904396567e-01
1.000000000000000021e-03 5.300530053005331865e+00 2.034072322543782618e-01 5.459063001294667261e-01
1.000000000000000021e-03 5.200520052005231264e+00 2.066708997102274237e-01 5.461372928850787289e-01
1.000000000000000021e-03 5.100510051005130663e+00 2.100404227322157091e-01 5.457408672742174449e-01
1.000000000000000021e-03 5.000500050005030062e+00 2.135209953820599027e-01 5.461030136628384213e-01
1.000000000000000021e-03 4.900490049004929460e+00 2.171181548348392054e-01 5.455889576268290186e-01
1.000000000000000021e-03 4.800480048004828859e+00 2.208378070373710478e-01 5.461005717943197002e-01
1.000000000000000021e-03 4.700470047004728258e+00 2.246862609845238501e-01 5.454532284551907306e-01
1.000000000000000021e-03 4.600460046004627657e+00 2.286702588088234678e-01 5.461349607723764432e-01
1.000000000000000021e-03 4.500450045004527055e+00 2.327970183959528760e-01 5.453296755492517134e-01
1.000000000000000021e-03 4.400440044004426454e+00 2.370742687747512956e-01 5.462442499518093131e-01
1.000000000000000021e-03 4.300430043004325853e+00 2.415103040447043048e-01 5.456654778994246557e-01
1.000000000000000021e-03 4.200420042004225252e+00 2.461140263327730449e-01 5.457131254800771103e-01
1.000000000000000021e-03 4.100410041004124650e+00 2.508950057514126586e-01 5.458957344551101931e-01
1.000000000000000021e-03 4.000400040004024049e+00 2.558635426021699799e-01 5.454301969176826859e-01
1.000000000000000021e-03 3.900390039003923448e+00 2.610307340287350009e-01 5.461579718848319498e-01
1.000000000000000021e-03 3.800380038003822847e+00 2.664085567175636382e-01 5.454257558082866719e-01
1.000000000000000021e-03 3.700370037003722246e+00 2.720099455461876814e-01 5.455518925076966452e-01
1.000000000000000021e-03 3.600360036003621644e+00 2.778488954021078317e-01 5.457364482795862282e-01
1.000000000000000021e-03 3.500350035003521043e+00 2.839405673505357997e-01 5.456635606708346575e-01
1.000000000000000021e-03 3.400340034003420442e+00 2.903014086647048853e-01 5.456569521980838555e-01
1.000000000000000021e-03 3.300330033003319841e+00 2.969492826151928222e-01 5.459284023364999738e-01
1.000000000000000021e-03 3.200320032003219239e+00 3.039036222556347200e-01 5.460131018452258900e-01
1.000000000000000021e-03 3.100310031003118638e+00 3.111855986577494182e-01 5.456207943677485739e-01
1.000000000000000021e-03 3.000300030003018037e+00 3.188183098394239967e-01 5.454622719615063176e-01
1.000000000000000021e-03 2.900290029002917436e+00 3.268269953970330821e-01 5.455994824227454743e-01
1.000000000000000021e-03 2.800280028002816834e+00 3.352392776438069544e-01 5.461523235496497097e-01
1.000000000000000021e-03 2.700270027002716233e+00 3.440854406156065859e-01 5.460433899955980941e-01
1.000000000000000021e-03 2.600260026002615632e+00 3.533987239775765454e-01 5.459490154460827638e-01
1.000000000000000021e-03 2.500250025002515031e+00 3.632156649556614325e-01 5.458677086583397786e-01
1.000000000000000021e-03 2.400240024002414430e+00 3.735764891090262441e-01 5.458015753477979404e-01
1.000000000000000021e-03 2.300230023002313828e+00 3.845255445154145968e-01 5.457534577539525644e-01
1.000000000000000021e-03 2.200220022002213227e+00 3.961117885386747361e-01 5.457235722118540799e-01
1.000000000000000021e-03 2.100210021002112626e+00 4.083893325917252182e-01 5.459699999695709627e-01
1.000000000000000021e-03 2.000200020002012025e+00 4.214180671209939444e-01 5.462765868705110606e-01
1.000000000000000021e-03 1.900190019001911423e+00 4.352642948274231260e-01 5.460530122893514360e-01
1.000000000000000021e-03 1.800180018001810822e+00 4.500014631634367546e-01 5.460632269608242106e-01
1.000000000000000021e-03 1.700170017001710221e+00 4.657109535261592104e-01 5.465148695403311274e-01
1.000000000000000021e-03 1.600160016001609620e+00 4.824829076692065954e-01 5.461434873206433283e-01
1.000000000000000021e-03 1.500150015001509018e+00 5.004170532156918538e-01 5.466343323025409928e-01
1.000000000000000021e-03 1.400140014001408417e+00 5.196235674955457240e-01 5.465075291783146882e-01
1.000000000000000021e-03 1.300130013001307816e+00 5.402236721873542313e-01 5.465916815326284928e-01
1.000000000000000021e-03 1.200120012001207215e+00 5.623501459659508983e-01 5.469354291064972839e-01
1.000000000000000021e-03 1.100110011001106614e+00 5.861474104790895812e-01 5.470746811483455652e-01
1.000000000000000021e-03 1.000100010001006012e+00 6.117709458912073961e-01 5.471106629867761306e-01
1.000000000000000021e-03 9.000900090009054111e-01 6.393856937688805475e-01 5.475433403656622122e-01
1.000000000000000021e-03 8.000800080008048099e-01 6.691630685933885880e-01 5.479580819868544728e-01
1.000000000000000021e-03 7.000700070007042086e-01 7.012756169580658394e-01 5.483503510299861938e-01
1.000000000000000021e-03 6.000600060006036074e-01 7.358885143731910272e-01 5.487960554268017654e-01
1.000000000000000021e-03 5.000500050005030062e-01 7.731467787248816892e-01 5.493685302269585291e-01
1.000000000000000021e-03 4.000400040004024049e-01 8.131575148594406555e-01 5.499771307627329131e-01
1.000000000000000021e-03 3.000300030003018037e-01 8.559654565302414753e-01 5.508117080939157750e-01
1.000000000000000021e-03 2.000200020002012025e-01 9.015223985665334894e-01 5.518464353315748472e-01
1.000000000000000021e-03 1.000100010001006012e-01 9.496501175287170859e-01 5.530706735364266935e-01
1.000000000000000021e-03 0.000000000000000000e+00 1.000000000000000000e+00 5.545858223644538620e-01
1.200000000000000025e-02 5.900590059005935473e+00 1.853918380668128363e-01 5.445482028700470156e-01
